"","height","d13C","age_median","age_min","age_max"
"1197",1093.7,6.48,793.83,790.46,796.71
"1198",1097.69,5.12,793.72,790.35,796.59
"1199",1098.8,4.96,793.69,790.32,796.56
"1200",1100.9,3.97,793.63,790.26,796.5
"1201",1103.9,6.03,793.54,790.18,796.42
"1202",1108.7,6.08,793.4,790.06,796.29
"1203",1109.86,6.05,793.37,790.02,796.26
"1204",1112.4,4.59,793.29,789.98,796.21
"1205",1112.5,5.44,793.29,789.98,796.21
"1206",1115.7,3.86,793.2,789.89,796.11
"1207",1116.3,5.81,793.18,789.87,796.1
"1208",1119.8,6.53,793.08,789.78,796
"1209",1121.24,4.36,793.04,789.76,795.97
"1210",1124.7,3.96,792.94,789.67,795.87
"1211",1125,4.86,792.93,789.66,795.86
"1212",1125.1,5.59,792.93,789.66,795.86
"1213",1125.3,5.73,792.92,789.65,795.85
"1214",1125.6,4.93,792.91,789.64,795.84
"1215",1125.9,5.2,792.9,789.63,795.83
"1216",1125.9,4.97,792.9,789.63,795.83
"1217",1126.2,5.5,792.89,789.62,795.83
"1218",1133.9,5.67,792.66,789.38,795.57
"1219",1134.23,7.16,792.65,789.37,795.56
"1220",1134.4,4.19,792.65,789.36,795.55
"1221",1135.2,5.87,792.63,789.34,795.53
"1222",1136,6.39,792.6,789.32,795.51
"1223",1137,6.33,792.57,789.29,795.48
"1224",1137.3,6.4,792.56,789.29,795.47
"1225",1138,6.38,792.54,789.27,795.45
"1226",1141.3,5.93,792.44,789.16,795.34
"1227",1142.4,6.28,792.41,789.14,795.31
"1228",1142.7,4.89,792.4,789.13,795.3
"1229",1144.6,6.53,792.34,789.07,795.24
"1230",1147.1,5.55,792.27,788.99,795.16
"1231",1150,6.47,792.18,788.91,795.07
"1232",1151.7,6.24,792.13,788.86,795.02
"1233",1154.7,6.09,792.04,788.77,794.92
"1234",1156.5,6.81,791.99,788.71,794.87
"1235",1156.7,6.77,791.98,788.71,794.86
"1236",1157.5,5.92,791.96,788.69,794.84
"1237",1161.1,7.03,791.85,788.58,794.73
"1238",1164.5,7.09,791.75,788.45,794.6
"1239",1166.7,7.3,791.68,788.39,794.53
"1240",1167.8,7.14,791.65,788.32,794.46
"1241",1172,6.7,791.52,788.2,794.32
"1242",1175,7.01,791.43,788.11,794.23
"1243",1177.14,5.94,791.36,788.04,794.16
"1244",1178.2,6.4,791.33,788.06,794.18
"1245",1178.3,6.62,791.33,788.05,794.17
"1246",1182.21,5.52,791.21,787.9,794.01
"1247",1183,5.9,791.18,787.88,793.99
"1248",1185.5,5.52,791.11,787.81,793.91
"1249",1186.5,5.35,791.08,787.78,793.88
"1250",1186.74,5.37,791.07,787.77,793.87
"1251",1190.2,5.74,790.96,787.67,793.77
"1252",1198,4.97,790.72,787.44,793.53
"1253",1204.3,5.82,790.52,787.25,793.33
"1254",1205.76,5.67,790.47,787.21,793.29
"1255",1208.7,4.06,790.38,787.12,793.2
"1256",1220,4.57,790.03,786.79,792.85
"1257",1222.9,6.36,789.94,786.7,792.76
"1258",1226.58,7.4,789.82,786.53,792.59
"1259",1229.3,6,789.73,786.45,792.5
"1260",1230.3,6.47,789.7,786.42,792.47
"1261",1234.1,7.38,789.58,786.3,792.35
"1262",1237,7.28,789.49,786.21,792.25
"1263",1242,7.31,789.33,786.06,792.09
"1264",1246,6.73,789.19,785.93,791.96
"1265",1250.1,6.25,789.06,785.8,791.82
"1266",1254.6,5.72,788.92,785.63,791.65
"1267",1259.1,7.06,788.77,785.51,791.52
"1268",1262.1,6.73,788.67,785.42,791.42
"1269",1265.7,5.87,788.55,785.3,791.3
"1270",1266.6,6.71,788.52,785.27,791.27
"1271",1274,4.98,788.28,785.02,791.02
"1272",1277.6,4.13,788.16,784.89,790.89
"1273",1281.63,7.12,788.03,784.76,790.75
"1274",1282.1,7.2,788.01,784.74,790.74
"1275",1291.5,6.65,787.7,784.6,790.57
"1276",1294.2,5.17,787.61,784.51,790.49
"1277",1294.49,5.73,787.6,784.51,790.48
"1278",1298.6,7.08,787.46,784.19,790.16
"1279",1302,7.17,787.34,784.08,790.05
"1280",1305.2,7.2,787.24,783.98,789.94
"1281",1307.8,7.41,787.15,784.05,790
"1282",1311.7,6.74,787.02,783.92,789.87
"1283",1314.4,6.32,786.92,783.81,789.75
"1284",1318,5.71,786.8,783.69,789.62
"1285",1318.94,7.19,786.77,783.66,789.59
"1286",1321,7.35,786.7,783.59,789.52
"1287",1324.5,5.91,786.58,783.48,789.4
"1288",1329,5.67,786.42,783.32,789.24
"1289",1333,5.94,786.28,783.19,789.1
"1290",1333.61,7.45,786.26,783.16,789.07
"1291",1334.5,6.18,786.23,783.12,789.03
"1292",1345.2,6.47,785.85,782.75,788.65
"1293",1355.2,3.93,785.5,782.39,788.27
"1294",1360.5,4.13,785.32,782.08,787.96
"1295",1363.12,6.1,785.22,781.99,787.86
"1296",1363.7,2.6,785.2,781.97,787.84
"1297",1367.8,3.88,785.05,781.83,787.69
"1298",1374.35,4.89,784.82,781.6,787.45
"1299",1374.9,5.7,784.8,781.58,787.43
"1300",1378,4.78,784.69,781.47,787.31
"1301",1381.1,4.87,784.58,781.36,787.2
"1302",1386.9,3.11,784.36,781.16,786.99
"1303",1387.63,5.02,784.34,781.13,786.96
"1304",1388.1,3.42,784.32,781.11,786.95
"1305",1388.66,4.4,784.3,781.09,786.93
"1306",1391.1,3.93,784.21,781.1,786.93
"1307",1392.28,3.21,784.17,780.95,786.78
"1308",1392.28,3.48,784.17,780.95,786.78
"1309",1394,3.46,784.1,780.89,786.71
"1310",1397.17,3.64,783.99,780.89,786.7
"1311",1397.8,2.84,783.96,780.87,786.68
"1312",1400.12,6.39,783.88,780.79,786.59
"1313",1402.24,2.99,783.8,780.71,786.51
"1314",1402.5,3.68,783.79,780.7,786.51
"1315",1405.1,3.13,783.69,780.6,786.41
"1316",1405.5,3.45,783.68,780.59,786.39
"1317",1407.7,5.09,783.59,780.51,786.31
"1318",1409,4.43,783.55,780.46,786.26
"1319",1410.4,4.77,783.49,780.41,786.21
"1320",1412.2,3.68,783.43,780.34,786.14
"1321",1412.4,5.34,783.42,780.34,786.13
"1322",1415,2.99,783.32,780.24,786.03
"1323",1415.1,2.69,783.32,780.24,786.03
"1324",1416.9,2.21,783.25,780.17,785.96
"1325",1418.6,2.21,783.18,780.12,785.91
"1326",1420.71,5.12,783.1,780.04,785.82
"1327",1422.5,6.04,783.04,779.97,785.75
"1328",1422.74,6.14,783.03,779.96,785.74
"1329",1424.51,3.16,782.96,779.89,785.67
"1330",1426.6,5.93,782.88,779.82,785.6
"1331",1428,7.05,782.83,779.76,785.54
"1332",1430.13,3.92,782.75,779.68,785.46
"1333",1430.4,5.3,782.74,779.68,785.45
"1334",1433.5,5.3,782.62,779.56,785.33
"1335",1433.7,5.63,782.61,779.55,785.33
"1336",1436.26,5.77,782.52,779.46,785.23
"1337",1437.1,4.72,782.48,779.43,785.2
"1338",1438,4.9,782.45,779.39,785.16
"1339",1438.46,4.91,782.43,779.38,785.14
"1340",1439.2,5.04,782.4,779.35,785.12
"1341",1439.67,4.47,782.39,779.33,785.1
"1342",1440,3.81,782.37,779.32,785.08
"1343",1444.5,6.25,782.2,779.17,784.93
"1344",1444.78,5.25,782.19,779.16,784.92
"1345",1445.1,4.59,782.18,779.15,784.9
"1346",1445.1,6.13,782.18,779.15,784.9
"1347",1447,5.67,782.1,779.07,784.83
"1348",1447,7.33,782.1,779.07,784.83
"1349",1447.3,6.37,782.09,779.1,784.86
"1350",1449,5.78,782.03,779.04,784.79
"1351",1449.4,4.64,782.01,779.02,784.77
"1352",1450.1,6.14,781.98,778.99,784.74
"1353",1453.1,7.68,781.86,778.88,784.62
"1354",1454.1,5.9,781.83,778.84,784.58
"1355",1456.2,7.34,781.74,778.76,784.5
"1356",1457.7,4.87,781.68,778.71,784.44
"1357",1459.2,7.61,781.63,778.65,784.37
"1358",1460.2,7.22,781.59,778.61,784.33
"1359",1460.69,8.02,781.57,778.59,784.31
"1360",1461,7.13,781.55,778.58,784.3
"1361",1462.3,7.33,781.5,778.53,784.25
"1362",1462.9,7.43,781.48,778.51,784.22
"1363",1464.9,10.84,781.4,778.42,784.13
"1364",1465.57,7.27,781.38,778.4,784.11
"1365",1466,7.68,781.36,778.38,784.09
"1366",1466.4,7.14,781.34,778.37,784.07
"1367",1468.2,7.55,781.27,778.3,784
"1368",1468.6,7.76,781.26,778.28,783.99
"1369",1469.1,7.75,781.24,778.26,783.97
"1370",1469.3,5.52,781.23,778.26,783.96
"1371",1471.8,8.02,781.13,778.16,783.86
"1372",1474.4,8.16,781.03,778.06,783.76
"1373",1475.4,7.48,780.99,778.02,783.72
"1374",1475.9,8.14,780.97,778,783.7
"1375",1476.94,7.8,780.93,777.96,783.65
"1376",1477.4,7.69,780.91,777.94,783.64
"1377",1477.6,5.35,780.9,777.94,783.63
"1378",1479,7.5,780.85,777.88,783.57
"1379",1481.1,7.99,780.76,777.81,783.49
"1380",1481.5,8.13,780.74,777.79,783.48
"1381",1486.1,8.11,780.56,777.59,783.27
"1382",1486.3,7.18,780.55,777.59,783.27
"1383",1486.48,7.07,780.54,777.58,783.26
"1384",1490.2,7.87,780.39,777.44,783.11
"1385",1490.5,6.54,780.38,777.43,783.09
"1386",1492.5,7.61,780.3,777.35,783.01
"1387",1492.5,7.07,780.3,777.35,783.01
"1388",1494.8,4.31,780.21,777.26,782.92
"1389",1496.9,6.28,780.12,777.17,782.83
"1390",1498.8,7.17,780.05,777.1,782.76
"1391",1502.2,7.34,779.91,776.97,782.62
"1392",1504.3,6.92,779.83,776.88,782.53
"1393",1504.6,7.59,779.81,776.87,782.52
"1394",1504.8,7.57,779.81,776.86,782.51
"1395",1508.1,7.4,779.67,776.73,782.38
"1396",1508.98,6.88,779.63,776.69,782.34
"1397",1511.3,6.87,779.54,776.6,782.24
"1398",1512,7.95,779.51,776.57,782.21
"1399",1513.5,7.53,779.45,776.51,782.16
"1400",1515.4,7.37,779.37,776.44,782.08
"1401",1516.7,5.01,779.31,776.38,782.02
"1402",1518.07,6.92,779.26,776.33,781.96
"1403",1523.2,7.5,779.04,776.1,781.73
"1404",1525.2,7.94,778.96,776.02,781.65
"1405",1526.7,7.02,778.9,775.96,781.59
"1406",1527.8,7.17,778.85,775.91,781.54
"1407",1527.8,8.31,778.85,775.91,781.54
"1408",1528.5,8.48,778.82,775.89,781.51
"1409",1529.3,8.26,778.79,775.85,781.48
"1410",1530.1,6.76,778.75,775.82,781.45
"1411",1534.32,7.44,778.57,775.65,781.27
"1412",1534.6,8.13,778.56,775.64,781.25
"1413",1534.7,7.18,778.56,775.63,781.25
"1414",1535.34,7.47,778.53,775.61,781.22
"1415",1535.9,7.07,778.5,775.58,781.2
"1416",1538.2,7.39,778.41,775.49,781.1
"1417",1538.8,7.83,778.38,775.47,781.08
"1418",1539,7.97,778.37,775.46,781.07
"1419",1542.16,7.3,778.24,775.26,780.86
"1420",1542.5,8,778.22,775.24,780.84
"1421",1545.5,8.29,778.1,775.12,780.72
"1422",1546.25,7.44,778.07,775.09,780.68
"1423",1549.4,8.29,777.93,774.96,780.54
"1424",1551.8,6.84,777.83,774.86,780.44
"1425",1554.9,8.29,777.69,774.77,780.35
"1426",1556.13,6.99,777.64,774.66,780.24
"1427",1556.9,7.85,777.6,774.63,780.21
"1428",1558.8,7.86,777.52,774.56,780.13
"1429",1561.1,7.33,777.42,774.46,780.03
"1430",1561.25,8.57,777.41,774.45,780.02
"1431",1564.7,6.16,777.26,774.31,779.87
"1432",1567.7,7.87,777.13,774.18,779.74
"1433",1570.34,8.38,777.01,774.03,779.58
"1434",1571.4,8.22,776.97,773.98,779.53
"1435",1571.9,7.58,776.95,773.96,779.51
"1436",1574.4,7.12,776.83,773.87,779.42
"1437",1575.3,6.67,776.79,773.83,779.38
"1438",1575.6,8.63,776.78,773.82,779.37
"1439",1576.8,8.06,776.73,773.77,779.32
"1440",1577.7,8.41,776.69,773.73,779.28
"1441",1578.63,6.01,776.65,773.71,779.26
"1442",1580.8,7.5,776.55,773.61,779.16
"1443",1582.4,8.23,776.48,773.48,779.02
"1444",1583.17,8.38,776.45,773.45,778.99
"1445",1583.9,6.74,776.41,773.42,778.95
"1446",1586.8,8.35,776.28,773.29,778.82
"1447",1587.72,8.02,776.24,773.25,778.78
"1448",1588.4,7.16,776.21,773.2,778.73
"1449",1590.3,7.77,776.13,773.13,778.66
"1450",1592.4,8.87,776.03,773.04,778.56
"1451",1592.4,8,776.03,773.04,778.56
"1452",1593.06,7.73,776,773.01,778.53
"1453",1595.4,6.4,775.89,772.9,778.43
"1454",1596.9,7.5,775.82,772.89,778.41
"1455",1597.9,6.22,775.78,772.84,778.36
"1456",1599.54,7.7,775.7,772.77,778.29
"1457",1601.7,4.6,775.6,772.52,778.04
"1458",1601.7,7.49,775.6,772.52,778.04
"1459",1602.38,7.16,775.57,772.52,778.04
"1460",1603.2,6.1,775.53,772.49,778
"1461",1606.2,5.79,775.39,772.36,777.86
"1462",1606.3,5.78,775.39,772.35,777.85
"1463",1606.58,8.19,775.38,772.34,777.84
"1464",1607.6,4.61,775.33,772.38,777.88
"1465",1609.2,3.72,775.25,772.3,777.81
"1466",1612.1,4.55,775.12,772.17,777.68
"1467",1612.2,5.44,775.11,772.16,777.67
"1468",1614.88,8.19,774.99,772.05,777.55
"1469",1615.3,6.15,774.97,772.03,777.53
"1470",1618.3,4.96,774.83,771.79,777.29
"1471",1621.2,5.32,774.69,771.72,777.22
"1472",1621.4,4.9,774.68,771.72,777.21
"1473",1624.99,5.85,774.52,771.52,777.01
"1474",1626.9,4.31,774.43,771.53,777.01
"1475",1628.2,5.36,774.37,771.36,776.84
"1476",1630.1,5.56,774.28,771.27,776.75
"1477",1635.56,8.25,774.02,771.01,776.49
"1478",1640.2,5.42,773.8,770.81,776.28
"1479",1643.62,7.79,773.63,770.66,776.13
"1480",1644.1,6.56,773.6,770.64,776.11
"1481",1650.44,6.29,773.3,770.45,775.91
"1482",1653.5,2.33,773.15,770.3,775.76
"1483",1655.89,6.24,773.03,770.19,775.65
"1484",1658,4.7,772.93,770.09,775.55
"1485",1662.94,6.16,772.68,769.85,775.3
"1486",1665.8,2.41,772.54,769.71,775.16
"1487",1668.85,6.87,772.39,769.43,774.88
"1488",1670,2.29,772.33,769.37,774.82
"1489",1671.2,2.2,772.28,769.31,774.76
"1490",1671.9,2.36,772.24,769.28,774.72
"1491",1676.7,4.82,772,769.05,774.5
"1492",1678.39,7.62,771.92,768.95,774.41
"1493",1681.5,4.31,771.76,768.8,774.24
"1494",1683.5,4.9,771.66,768.7,774.14
"1495",1685.7,4.89,771.55,768.58,774.02
"1496",1690.89,5.98,771.28,768.31,773.76
"1497",1691.2,5.84,771.27,768.3,773.74
"1498",1696.1,4.07,771.02,768.38,773.83
"1499",1697.71,6.77,770.94,768.3,773.75
"1500",1699.7,6.01,770.83,767.97,773.42
"1501",1705.55,7.21,770.53,767.71,773.15
"1502",1706.4,5.51,770.49,767.67,773.11
"1503",1708.6,6.33,770.37,767.56,773
"1504",1709.16,7.22,770.34,767.53,772.97
"1505",1710.5,6.67,770.27,767.46,772.89
"1506",1715.4,7.13,770.02,767.2,772.63
"1507",1715.43,7,770.01,767.2,772.63
"1508",1717.66,7.51,769.9,767.08,772.52
"1509",1719.4,6.71,769.8,766.99,772.43
"1510",1725.39,7.2,769.48,766.69,772.13
"1511",1728.9,7.24,769.3,766.52,771.95
"1512",1730.55,7.5,769.21,766.38,771.81
"1513",1731,7.01,769.19,766.35,771.78
"1514",1734.27,7.34,769.01,766.25,771.67
"1515",1734.9,6.45,768.98,766.21,771.64
"1516",1738.73,7.29,768.77,766.02,771.43
"1517",1739.3,7.32,768.74,765.99,771.4
"1518",1742.6,5.86,768.55,765.79,771.2
"1519",1743.55,8.04,768.5,765.74,771.15
"1520",1745.9,6.96,768.37,765.61,771.03
"1521",1749.9,4.74,768.15,765.35,770.76
"1522",1750.81,7.49,768.1,765.29,770.7
"1523",1753.16,8.51,767.97,765.17,770.57
"1524",1754.5,6.74,767.89,765.1,770.5
"1525",1757.1,5.54,767.75,764.96,770.36
"1526",1759.6,5.78,767.61,764.81,770.22
"1527",1761.32,7.02,767.51,764.71,770.12
"1528",1762.47,7.62,767.45,764.67,770.09
"1529",1764.2,6.49,767.35,764.58,770
"1530",1767.1,6.98,767.18,764.4,769.83
"1531",1768.5,7.12,767.1,764.35,769.78
"1532",1768.72,8.85,767.09,764.33,769.76
"1533",1776.62,8.14,766.64,763.89,769.33
"1534",1777,7.55,766.62,763.89,769.33
"1535",1777.25,7.65,766.61,763.87,769.31
"1536",1780.6,7.88,766.42,763.68,769.12
"1537",1782.88,7.23,766.28,763.56,769
"1538",1786.5,6.94,766.08,763.35,768.78
"1539",1791.2,7.27,765.8,763.08,768.51
"1540",1791.45,8.16,765.78,763.07,768.5
"1541",1795.65,7.97,765.53,762.81,768.25
"1542",1798,7.8,765.39,762.66,768.11
"1543",1800.19,7.01,765.26,762.53,767.99
"1544",1801.7,8.27,765.18,762.43,767.9
"1545",1804.63,8.62,765,762.31,767.78
"1546",1805.7,8.59,764.93,762.24,767.72
"1547",1808.45,7.9,764.76,762.09,767.57
"1548",1808.5,7.88,764.76,762.08,767.57
"1549",1811.7,6.57,764.57,761.83,767.33
"1550",1814.1,8.93,764.42,761.68,767.17
"1551",1816.1,8.16,764.3,761.46,766.96
"1552",1818.9,8.63,764.13,761.38,766.89
"1553",1819.27,7.99,764.11,761.36,766.87
"1554",1820.2,7.8,764.05,761.22,766.73
"1555",1823.6,9.22,763.84,761.06,766.59
"1556",1824.76,8.93,763.77,760.9,766.42
"1557",1828.1,7.65,763.56,760.71,766.24
"1558",1831.67,8.55,763.33,760.5,766.04
"1559",1831.9,8.2,763.32,760.48,766.02
"1560",1834.1,8.91,763.18,760.31,765.86
"1561",1834.8,7.6,763.14,760.26,765.81
"1562",1837.1,9.46,762.99,760.15,765.71
"1563",1840.1,7.69,762.8,759.94,765.51
"1564",1842.07,6.42,762.68,759.82,765.4
"1565",1843.1,8.11,762.62,759.76,765.33
"1566",1845.9,9.15,762.44,759.57,765.16
"1567",1846.1,8.68,762.42,759.55,765.14
"1568",1849.1,8.66,762.23,759.45,765.05
"1569",1849.41,8.2,762.21,759.42,765.03
"1570",1852.1,8.82,762.04,759.26,764.88
"1571",1854.51,7.99,761.88,759.07,764.71
"1572",1855.1,7.4,761.84,759.03,764.67
"1573",1858.1,9.12,761.64,758.83,764.48
"1574",1860.77,8.7,761.47,758.63,764.3
"1575",1861.1,8.71,761.45,758.6,764.28
"1576",1861.56,7.62,761.42,758.58,764.26
"1577",1864.1,7.72,761.25,758.43,764.12
"1578",1867.1,9.1,761.05,758.13,763.83
"1579",1869.35,8.62,760.91,757.97,763.68
"1580",1869.9,7.95,760.87,757.93,763.65
"1581",1873.1,8.49,760.66,757.8,763.55
"1582",1873.68,7.39,760.62,757.54,763.3
"1583",1874.2,7.76,760.59,757.5,763.25
"1584",1876.1,8.85,760.46,757.38,763.13
"1585",1876.92,7.75,760.41,757.32,763.08
"1586",1877.01,7.82,760.4,757.31,763.07
"1587",1877.3,6.87,760.38,757.29,763.05
"1588",1878.2,8.15,760.32,757.22,762.99
"1589",1879.1,8.9,760.26,757.15,762.93
"1590",1879.51,6.97,760.23,757.13,762.9
"1591",1880.6,7.65,760.16,757.03,762.81
"1592",1882.1,4.31,760.05,756.93,762.71
"1593",1882.22,7.35,760.05,756.92,762.7
"1594",1882.6,8.38,760.02,756.89,762.68
"1595",1885.1,8.3,759.85,756.71,762.52
"1596",1885.19,8.22,759.85,756.73,762.54
"1597",1885.3,8.04,759.84,756.72,762.53
"1598",1886.2,5.86,759.78,756.66,762.48
"1599",1888.1,8.36,759.65,756.52,762.35
"1600",1888.82,8.17,759.6,756.48,762.31
"1601",1890.53,8.14,759.48,756.36,762.21
"1602",1891.4,8.03,759.42,756.24,762.09
"1603",1893.4,5.67,759.28,756.18,762.04
"1604",1893.47,5.28,759.28,756.17,762.04
"1605",1894,5.8,759.24,756.13,762
"1606",1894.1,8.54,759.23,756.12,762
"1607",1894.7,5.34,759.19,756.07,761.95
"1608",1896.28,6.32,759.08,755.96,761.85
"1609",1897.03,6.44,759.03,755.91,761.8
"1610",1897.2,5.71,759.02,755.9,761.79
"1611",1898.23,7.2,758.95,755.82,761.72
"1612",1898.6,8.25,758.92,755.79,761.69
"1613",1899.52,2.07,758.85,755.72,761.62
"1614",1900.1,5.32,758.81,755.65,761.57
"1615",1900.35,1.76,758.8,755.64,761.55
"1616",1903.18,7.38,758.59,755.45,761.38
"1617",1904.53,7.19,758.5,755.34,761.29
"1618",1909.4,7.03,758.16,754.95,760.92
"1619",1912.1,7.31,757.96,754.75,760.75
"1620",1925.9,6.53,756.96,753.73,759.84
"1621",1927.85,7.26,756.82,753.82,759.94
"1622",1928.07,4.54,756.8,753.81,759.93
"1623",1930.33,6.24,756.63,753.62,759.76
"1624",1931.4,4.34,756.55,753.53,759.68
"1625",1934.32,4.5,756.33,753.31,759.48
"1626",1935.4,3.96,756.25,753.23,759.41
"1627",1937.1,2.88,756.13,753.1,759.3
"1628",1937.51,6.39,756.1,753.07,759.27
"1629",1937.7,3.42,756.08,753.06,759.26
"1630",1938.7,5.15,756.01,752.97,759.18
"1631",1938.9,3.63,755.99,752.95,759.16
"1632",1940.3,6.03,755.89,752.79,759.02
"1633",1940.3,3.71,755.89,752.79,759.02
"1634",1941.4,3.73,755.8,752.75,758.98
"1635",1944.95,4.52,755.53,752.35,758.61
"1636",1945.3,3.52,755.5,752.33,758.59
"1637",1946.1,4.05,755.44,752.27,758.53
"1638",1948.1,5.07,755.29,752.12,758.39
"1639",1949.53,5.39,755.18,752,758.28
"1640",1950.8,4.28,755.08,751.81,758.12
"1641",1952.5,4.51,754.95,751.66,757.99
"1642",1952.66,5.58,754.94,751.65,757.98
"1643",1953.4,3.4,754.88,751.67,758.01
"1644",1954.6,4.17,754.78,751.56,757.9
"1645",1955,3.36,754.75,751.53,757.87
"1646",1955.58,5.38,754.71,751.48,757.83
"1647",1955.7,4.66,754.7,751.47,757.82
"1648",1956.6,3.4,754.63,751.39,757.75
"1649",1956.8,4.64,754.61,751.38,757.74
"1650",1957.05,5.77,754.59,751.35,757.72
"1651",1957.9,3.62,754.52,751.32,757.69
"1652",1958.5,4.86,754.48,751.27,757.65
"1653",1958.6,4.19,754.47,751.26,757.64
"1654",1958.8,3.84,754.45,751.25,757.62
"1655",1958.9,3.67,754.44,751.24,757.61
"1656",1959,3.08,754.44,751.23,757.6
"1657",1959.4,4.19,754.41,751.2,757.58
"1658",1959.5,4.46,754.4,751.19,757.57
"1659",1960.16,5.68,754.35,751.13,757.53
"1660",1960.22,5.2,754.34,751.13,757.52
"1661",1960.4,4.79,754.33,751.04,757.44
"1662",1960.5,3.9,754.32,751.03,757.43
"1663",1960.9,4.77,754.29,750.98,757.38
"1664",1961,4.32,754.28,750.97,757.37
"1665",1961,3.3,754.28,750.97,757.37
"1666",1961,4.42,754.28,750.97,757.37
"1667",1961.1,4.44,754.27,750.98,757.38
"1668",1961.6,3.47,754.23,750.94,757.35
"1669",1962,5.32,754.2,750.91,757.31
"1670",1962.06,4.67,754.2,750.9,757.31
"1671",1962.6,5.47,754.15,750.86,757.27
"1672",1962.67,4.21,754.15,750.85,757.27
"1673",1963,5.52,754.12,750.83,757.24
"1674",1963.45,4.42,754.09,750.79,757.21
"1675",1963.5,4.31,754.08,750.79,757.2
"1676",1963.7,5.59,754.07,750.77,757.19
"1677",1964.6,5.86,753.99,750.69,757.11
"1678",1964.7,4.29,753.99,750.68,757.1
"1679",1964.96,4.12,753.97,750.65,757.08
"1680",1965.01,4.51,753.96,750.65,757.08
"1681",1965.3,5.69,753.94,750.62,757.06
"1682",1965.5,1.52,753.92,750.67,757.1
"1683",1965.9,1.14,753.89,750.64,757.07
"1684",1966.1,6.78,753.88,750.62,757.06
"1685",1966.2,5.24,753.87,750.61,757.05
"1686",1966.5,5.14,753.84,750.59,757.03
"1687",1967,2.64,753.8,750.49,756.94
"1688",1967.3,2.2,753.78,750.52,756.97
"1689",1967.5,4.7,753.76,750.5,756.96
"1690",1968,1.61,753.72,750.44,756.9
"1691",1968.1,4.9,753.71,750.43,756.89
"1692",1968.3,2.67,753.7,750.42,756.88
"1693",1968.5,3.02,753.68,750.4,756.86
"1694",1968.8,1.76,753.66,750.38,756.84
"1695",1969.7,2.03,753.59,750.3,756.77
"1696",1969.8,3.47,753.58,750.29,756.76
"1697",1969.9,4.65,753.57,750.28,756.75
"1698",1970.1,6.24,753.56,750.27,756.74
"1699",1971,2.91,753.48,750.19,756.66
"1700",1971,5.21,753.48,750.19,756.66
"1701",1971.5,3.18,753.44,750.15,756.63
"1702",1971.6,2.01,753.44,750.14,756.63
"1703",1971.6,6.71,753.44,750.14,756.63
"1704",1972.9,4.28,753.33,750.04,756.52
"1705",1972.9,7.03,753.33,750.04,756.52
"1706",1973.1,3.97,753.31,750.02,756.51
"1707",1973.3,3.48,753.3,750,756.49
"1708",1973.9,5.79,753.25,749.95,756.44
"1709",1973.97,5.84,753.24,749.94,756.44
"1710",1974,6.54,753.24,749.94,756.44
"1711",1974.6,6.67,753.19,749.88,756.38
"1712",1974.7,2.39,753.18,749.87,756.37
"1713",1975,3.98,753.16,749.84,756.35
"1714",1975.4,6.62,753.13,749.81,756.32
"1715",1975.66,6.53,753.1,749.79,756.31
"1716",1975.7,3.52,753.1,749.79,756.3
"1717",1976.1,6.38,753.07,749.75,756.27
"1718",1977.2,6.58,752.98,749.64,756.18
"1719",1977.5,6.53,752.95,749.61,756.16
"1720",1977.7,4.38,752.94,749.59,756.14
"1721",1978.1,2.56,752.91,749.56,756.11
"1722",1978.12,5.81,752.9,749.55,756.11
"1723",1979,2.72,752.83,749.47,756.04
"1724",1979.8,4.08,752.76,749.4,755.98
"1725",1979.8,6.88,752.76,749.4,755.98
"1726",1980.5,3,752.71,749.33,755.92
"1727",1980.6,6.85,752.7,749.32,755.92
"1728",1980.97,6.16,752.67,749.29,755.89
"1729",1981.5,3.01,752.62,749.23,755.83
"1730",1982,4.39,752.58,749.18,755.79
"1731",1982.1,6.94,752.57,749.17,755.78
"1732",1982.54,5.44,752.54,749.14,755.76
"1733",1982.7,3.62,752.52,749.12,755.74
"1734",1982.98,5.72,752.5,749.1,755.72
"1735",1983.28,6.43,752.48,749.07,755.7
"1736",1983.6,5.2,752.45,749.04,755.67
"1737",1983.88,6.22,752.43,749.01,755.65
"1738",1984.7,5.88,752.36,748.93,755.58
"1739",1985,3.96,752.33,748.9,755.56
"1740",1985.3,6.08,752.31,748.87,755.53
"1741",1986.2,4.45,752.23,748.78,755.45
"1742",1986.6,6.62,752.19,748.74,755.42
"1743",1987,4.35,752.16,748.7,755.39
"1744",1988.1,6.91,752.07,748.6,755.31
"1745",1989.1,4.11,751.98,748.49,755.22
"1746",1989.6,4.03,751.94,748.46,755.21
"1747",1990.8,7.38,751.84,748.44,755.2
"1748",1991,3.34,751.83,748.42,755.19
"1749",1991.9,4.15,751.75,748.34,755.11
"1750",1992.3,3.37,751.72,748.31,755.09
"1751",1992.4,7.21,751.71,748.3,755.08
"1752",1993,4.35,751.66,748.25,755.04
"1753",1994.8,6.65,751.51,748.09,754.9
"1754",1995,7.38,751.49,748.07,754.88
"1755",1995.6,5.23,751.44,748.01,754.83
"1756",1997,7.12,751.31,747.82,754.66
"1757",1997.8,6.32,751.24,747.74,754.6
"1758",1999.5,4.68,751.1,747.65,754.53
"1759",1999.8,3.76,751.08,747.62,754.51
"1760",2000.2,7.24,751.04,747.58,754.47
"1761",2001,7.05,750.98,747.5,754.41
