"","height","age_median","age_min","age_max","plus","minus"
"1110",1109,793.4,790.28,796.43,3.03,3.12
"1111",1110,793.37,790.25,796.4,3.03,3.12
"1112",1111,793.34,790.22,796.37,3.03,3.12
"1113",1112,793.31,790.19,796.34,3.03,3.12
"1114",1113,793.28,790.1,796.25,2.97,3.18
"1115",1114,793.25,790.07,796.22,2.97,3.18
"1116",1115,793.22,790.04,796.19,2.96,3.18
"1117",1116,793.2,790.01,796.16,2.96,3.18
"1118",1117,793.17,789.98,796.13,2.96,3.18
"1119",1118,793.14,789.96,796.1,2.96,3.18
"1120",1119,793.11,789.93,796.07,2.96,3.18
"1121",1120,793.08,789.9,796.04,2.96,3.18
"1122",1121,793.05,789.87,796.01,2.96,3.18
"1123",1122,793.02,789.84,795.98,2.96,3.18
"1124",1123,792.99,789.81,795.95,2.96,3.18
"1125",1124,792.96,789.79,795.92,2.96,3.17
"1126",1125,792.93,789.76,795.89,2.96,3.17
"1127",1126,792.9,789.73,795.86,2.96,3.17
"1128",1127,792.87,789.7,795.83,2.96,3.17
"1129",1128,792.84,789.67,795.8,2.95,3.17
"1130",1129,792.81,789.65,795.77,2.95,3.17
"1131",1130,792.78,789.62,795.74,2.95,3.17
"1132",1131,792.75,789.59,795.71,2.95,3.17
"1133",1132,792.72,789.56,795.68,2.95,3.16
"1134",1133,792.7,789.53,795.65,2.95,3.16
"1135",1134,792.67,789.5,795.62,2.95,3.16
"1136",1135,792.64,789.48,795.6,2.96,3.15
"1137",1136,792.61,789.45,795.57,2.96,3.15
"1138",1137,792.58,789.42,795.54,2.96,3.15
"1139",1138,792.55,789.4,795.51,2.96,3.15
"1140",1139,792.52,789.37,795.48,2.96,3.15
"1141",1140,792.49,789.34,795.45,2.96,3.15
"1142",1141,792.46,789.31,795.42,2.96,3.15
"1143",1142,792.43,789.28,795.39,2.96,3.15
"1144",1143,792.4,789.25,795.36,2.96,3.15
"1145",1144,792.37,789.25,795.35,2.98,3.12
"1146",1145,792.34,789.21,795.31,2.97,3.13
"1147",1146,792.31,789.18,795.28,2.97,3.13
"1148",1147,792.28,789.15,795.25,2.97,3.13
"1149",1148,792.25,789.12,795.22,2.97,3.13
"1150",1149,792.22,789.11,795.2,2.98,3.11
"1151",1150,792.19,789.08,795.17,2.98,3.11
"1152",1151,792.16,789.03,795.13,2.97,3.13
"1153",1152,792.13,789.01,795.1,2.97,3.13
"1154",1153,792.1,788.98,795.07,2.97,3.13
"1155",1154,792.07,788.95,795.04,2.97,3.12
"1156",1155,792.04,788.92,795.01,2.97,3.12
"1157",1156,792.01,788.89,794.98,2.97,3.12
"1158",1157,791.98,788.86,794.95,2.96,3.12
"1159",1158,791.95,788.84,794.92,2.97,3.11
"1160",1159,791.92,788.81,794.89,2.97,3.11
"1161",1160,791.89,788.77,794.85,2.96,3.12
"1162",1161,791.86,788.74,794.82,2.96,3.12
"1163",1162,791.83,788.71,794.79,2.96,3.12
"1164",1163,791.8,788.68,794.76,2.96,3.12
"1165",1164,791.77,788.65,794.73,2.96,3.11
"1166",1165,791.74,788.62,794.7,2.96,3.11
"1167",1166,791.71,788.59,794.67,2.96,3.11
"1168",1167,791.68,788.55,794.62,2.95,3.12
"1169",1168,791.65,788.53,794.59,2.95,3.12
"1170",1169,791.62,788.5,794.56,2.94,3.12
"1171",1170,791.59,788.47,794.53,2.95,3.12
"1172",1171,791.56,788.44,794.5,2.94,3.12
"1173",1172,791.53,788.41,794.47,2.94,3.12
"1174",1173,791.5,788.38,794.44,2.94,3.12
"1175",1174,791.47,788.35,794.41,2.94,3.12
"1176",1175,791.44,788.32,794.37,2.94,3.12
"1177",1176,791.41,788.28,794.34,2.94,3.12
"1178",1177,791.38,788.25,794.31,2.93,3.12
"1179",1178,791.34,788.22,794.28,2.93,3.12
"1180",1179,791.31,788.19,794.25,2.93,3.12
"1181",1180,791.28,788.16,794.22,2.93,3.12
"1182",1181,791.25,788.13,794.18,2.93,3.12
"1183",1182,791.22,788.1,794.15,2.93,3.12
"1184",1183,791.19,788.07,794.12,2.93,3.12
"1185",1184,791.16,788.04,794.09,2.93,3.12
"1186",1185,791.13,788.01,794.06,2.93,3.12
"1187",1186,791.1,787.98,794.03,2.93,3.12
"1188",1187,791.07,787.95,794,2.93,3.12
"1189",1188,791.04,787.92,793.96,2.93,3.12
"1190",1189,791.01,787.89,793.93,2.93,3.11
"1191",1190,790.98,787.86,793.9,2.92,3.11
"1192",1191,790.95,787.83,793.87,2.92,3.11
"1193",1192,790.91,787.8,793.84,2.92,3.11
"1194",1193,790.88,787.77,793.81,2.92,3.11
"1195",1194,790.85,787.74,793.78,2.92,3.11
"1196",1195,790.82,787.71,793.74,2.92,3.11
"1197",1196,790.79,787.68,793.71,2.92,3.11
"1198",1197,790.76,787.65,793.68,2.92,3.11
"1199",1198,790.73,787.62,793.65,2.92,3.11
"1200",1199,790.7,787.59,793.62,2.91,3.11
"1201",1200,790.67,787.56,793.58,2.91,3.11
"1202",1201,790.64,787.53,793.55,2.91,3.11
"1203",1202,790.61,787.5,793.52,2.91,3.11
"1204",1203,790.58,787.47,793.49,2.91,3.11
"1205",1204,790.55,787.44,793.46,2.91,3.11
"1206",1205,790.51,787.41,793.42,2.91,3.11
"1207",1206,790.48,787.37,793.39,2.91,3.11
"1208",1207,790.45,787.4,793.42,2.96,3.05
"1209",1208,790.42,787.37,793.38,2.96,3.05
"1210",1209,790.39,787.34,793.35,2.96,3.05
"1211",1210,790.36,787.31,793.32,2.96,3.05
"1212",1211,790.33,787.28,793.29,2.96,3.05
"1213",1212,790.29,787.22,793.24,2.94,3.07
"1214",1213,790.26,787.19,793.2,2.94,3.07
"1215",1214,790.23,787.16,793.17,2.94,3.07
"1216",1215,790.2,787.15,793.16,2.96,3.05
"1217",1216,790.17,787.12,793.12,2.96,3.05
"1218",1217,790.14,787.09,793.09,2.95,3.05
"1219",1218,790.1,787.06,793.06,2.95,3.05
"1220",1219,790.07,787.02,793.02,2.95,3.05
"1221",1220,790.04,786.97,792.96,2.92,3.07
"1222",1221,790.01,786.93,792.93,2.92,3.07
"1223",1222,789.98,786.9,792.9,2.92,3.08
"1224",1223,789.95,786.87,792.86,2.92,3.07
"1225",1224,789.91,786.84,792.83,2.92,3.07
"1226",1225,789.88,786.81,792.79,2.91,3.08
"1227",1226,789.85,786.78,792.76,2.91,3.08
"1228",1227,789.82,786.75,792.73,2.91,3.07
"1229",1228,789.79,786.71,792.7,2.91,3.07
"1230",1229,789.76,786.69,792.67,2.91,3.07
"1231",1230,789.72,786.66,792.63,2.91,3.07
"1232",1231,789.69,786.63,792.6,2.91,3.07
"1233",1232,789.66,786.59,792.57,2.9,3.07
"1234",1233,789.63,786.56,792.53,2.9,3.07
"1235",1234,789.6,786.53,792.5,2.9,3.07
"1236",1235,789.57,786.5,792.47,2.9,3.06
"1237",1236,789.53,786.47,792.43,2.9,3.06
"1238",1237,789.5,786.44,792.4,2.9,3.06
"1239",1238,789.47,786.41,792.37,2.9,3.06
"1240",1239,789.44,786.38,792.33,2.9,3.06
"1241",1240,789.41,786.34,792.3,2.9,3.06
"1242",1241,789.37,786.31,792.27,2.9,3.06
"1243",1242,789.34,786.28,792.24,2.9,3.06
"1244",1243,789.31,786.25,792.21,2.9,3.06
"1245",1244,789.28,786.22,792.18,2.9,3.06
"1246",1245,789.24,786.18,792.14,2.89,3.06
"1247",1246,789.21,786.15,792.1,2.89,3.06
"1248",1247,789.18,786.12,792.07,2.89,3.06
"1249",1248,789.15,786.09,792.04,2.9,3.06
"1250",1249,789.11,786.06,792.01,2.9,3.06
"1251",1250,789.08,786.02,791.98,2.9,3.06
"1252",1251,789.05,785.99,791.95,2.9,3.06
"1253",1252,789.01,785.96,791.91,2.9,3.05
"1254",1253,788.98,785.93,791.88,2.9,3.05
"1255",1254,788.95,785.9,791.85,2.9,3.05
"1256",1255,788.92,785.86,791.81,2.9,3.05
"1257",1256,788.88,785.83,791.78,2.89,3.05
"1258",1257,788.85,785.79,791.74,2.88,3.06
"1259",1258,788.82,785.76,791.7,2.88,3.06
"1260",1259,788.79,785.73,791.67,2.89,3.06
"1261",1260,788.75,785.7,791.64,2.89,3.06
"1262",1261,788.72,785.66,791.61,2.88,3.06
"1263",1262,788.69,785.63,791.57,2.88,3.06
"1264",1263,788.66,785.6,791.55,2.89,3.05
"1265",1264,788.62,785.5,791.44,2.81,3.13
"1266",1265,788.59,785.48,791.42,2.83,3.11
"1267",1266,788.56,785.45,791.38,2.82,3.11
"1268",1267,788.53,785.42,791.35,2.82,3.11
"1269",1268,788.49,785.39,791.32,2.82,3.11
"1270",1269,788.46,785.35,791.28,2.82,3.11
"1271",1270,788.43,785.31,791.24,2.81,3.12
"1272",1271,788.4,785.28,791.21,2.81,3.12
"1273",1272,788.36,785.25,791.17,2.81,3.11
"1274",1273,788.33,785.23,791.16,2.82,3.1
"1275",1274,788.3,785.2,791.12,2.82,3.1
"1276",1275,788.26,785.17,791.09,2.82,3.1
"1277",1276,788.23,785.14,791.05,2.82,3.1
"1278",1277,788.2,785.1,791.02,2.82,3.09
"1279",1278,788.17,785.07,790.99,2.82,3.09
"1280",1279,788.13,785.01,790.93,2.79,3.12
"1281",1280,788.1,784.97,790.88,2.78,3.13
"1282",1281,788.07,784.94,790.85,2.78,3.13
"1283",1282,788.03,784.91,790.81,2.78,3.13
"1284",1283,788,784.87,790.78,2.78,3.12
"1285",1284,787.97,784.84,790.75,2.78,3.12
"1286",1285,787.93,784.81,790.71,2.78,3.12
"1287",1286,787.9,784.78,790.68,2.78,3.12
"1288",1287,787.87,784.75,790.65,2.78,3.12
"1289",1288,787.83,784.72,790.61,2.78,3.12
"1290",1289,787.8,784.69,790.58,2.78,3.11
"1291",1290,787.77,784.66,790.55,2.78,3.11
"1292",1291,787.73,784.62,790.51,2.78,3.11
"1293",1292,787.7,784.59,790.48,2.78,3.11
"1294",1293,787.67,784.56,790.45,2.78,3.11
"1295",1294,787.63,784.52,790.41,2.78,3.11
"1296",1295,787.6,784.49,790.38,2.78,3.11
"1297",1296,787.57,784.44,790.33,2.76,3.13
"1298",1297,787.53,784.41,790.3,2.76,3.12
"1299",1298,787.5,784.38,790.26,2.76,3.12
"1300",1299,787.47,784.35,790.23,2.76,3.12
"1301",1300,787.43,784.32,790.19,2.76,3.12
"1302",1301,787.4,784.28,790.16,2.76,3.12
"1303",1302,787.36,784.25,790.13,2.76,3.12
"1304",1303,787.33,784.22,790.1,2.77,3.11
"1305",1304,787.3,784.16,790.03,2.73,3.14
"1306",1305,787.26,784.12,790,2.73,3.14
"1307",1306,787.23,784.09,789.96,2.73,3.14
"1308",1307,787.2,784.05,789.93,2.73,3.15
"1309",1308,787.16,784.02,789.89,2.73,3.15
"1310",1309,787.13,784.03,789.9,2.77,3.1
"1311",1310,787.1,784,789.87,2.77,3.1
"1312",1311,787.06,783.95,789.82,2.76,3.11
"1313",1312,787.03,783.92,789.79,2.76,3.11
"1314",1313,787,783.89,789.75,2.76,3.11
"1315",1314,786.96,783.85,789.72,2.76,3.11
"1316",1315,786.93,783.82,789.68,2.75,3.11
"1317",1316,786.89,783.78,789.65,2.75,3.11
"1318",1317,786.86,783.75,789.61,2.75,3.11
"1319",1318,786.82,783.72,789.58,2.75,3.11
"1320",1319,786.79,783.68,789.54,2.75,3.11
"1321",1320,786.76,783.65,789.51,2.75,3.11
"1322",1321,786.72,783.62,789.47,2.75,3.11
"1323",1322,786.69,783.58,789.44,2.75,3.1
"1324",1323,786.65,783.55,789.4,2.75,3.1
"1325",1324,786.62,783.52,789.37,2.75,3.1
"1326",1325,786.59,783.49,789.34,2.75,3.1
"1327",1326,786.55,783.46,789.3,2.75,3.1
"1328",1327,786.52,783.42,789.26,2.75,3.1
"1329",1328,786.48,783.38,789.23,2.75,3.1
"1330",1329,786.45,783.35,789.2,2.75,3.09
"1331",1330,786.41,783.32,789.17,2.75,3.09
"1332",1331,786.38,783.28,789.12,2.74,3.1
"1333",1332,786.34,783.17,789.01,2.67,3.17
"1334",1333,786.31,783.14,788.98,2.67,3.17
"1335",1334,786.27,783.19,789.03,2.76,3.09
"1336",1335,786.24,783.15,788.99,2.76,3.09
"1337",1336,786.2,783.18,789.02,2.82,3.02
"1338",1337,786.17,783.15,788.99,2.82,3.02
"1339",1338,786.13,783.1,788.93,2.8,3.03
"1340",1339,786.1,783.06,788.9,2.8,3.03
"1341",1340,786.06,783.03,788.86,2.8,3.03
"1342",1341,786.03,783,788.82,2.8,3.03
"1343",1342,785.99,782.96,788.79,2.8,3.03
"1344",1343,785.96,782.93,788.75,2.79,3.03
"1345",1344,785.92,782.89,788.71,2.79,3.03
"1346",1345,785.89,782.86,788.68,2.79,3.03
"1347",1346,785.85,782.83,788.64,2.79,3.03
"1348",1347,785.82,782.79,788.61,2.79,3.02
"1349",1348,785.78,782.76,788.57,2.79,3.02
"1350",1349,785.75,782.72,788.53,2.79,3.02
"1351",1350,785.71,782.69,788.5,2.79,3.02
"1352",1351,785.68,782.66,788.46,2.79,3.02
"1353",1352,785.64,782.62,788.43,2.79,3.02
"1354",1353,785.6,782.59,788.39,2.79,3.01
"1355",1354,785.57,782.56,788.37,2.8,3
"1356",1355,785.53,782.53,788.33,2.8,3
"1357",1356,785.5,782.49,788.29,2.79,3.01
"1358",1357,785.46,782.45,788.25,2.79,3.01
"1359",1358,785.43,782.41,788.21,2.78,3.01
"1360",1359,785.39,782.38,788.17,2.78,3.01
"1361",1360,785.35,782.35,788.13,2.78,3.01
"1362",1361,785.32,782.31,788.1,2.78,3.01
"1363",1362,785.28,782.27,788.06,2.78,3.01
"1364",1363,785.25,782.24,788.03,2.78,3.01
"1365",1364,785.21,782.21,787.99,2.78,3
"1366",1365,785.18,782.17,787.95,2.78,3
"1367",1366,785.14,782.14,787.91,2.77,3
"1368",1367,785.1,782.1,787.88,2.77,3
"1369",1368,785.07,782.06,787.84,2.77,3
"1370",1369,785.03,782.03,787.81,2.77,3
"1371",1370,785,781.99,787.77,2.77,3
"1372",1371,784.96,781.95,787.73,2.77,3.01
"1373",1372,784.92,781.92,787.69,2.77,3
"1374",1373,784.89,781.88,787.66,2.77,3
"1375",1374,784.85,781.85,787.62,2.77,3
"1376",1375,784.81,781.81,787.58,2.77,3
"1377",1376,784.78,781.78,787.55,2.77,3
"1378",1377,784.74,781.74,787.51,2.77,3
"1379",1378,784.71,781.7,787.47,2.76,3
"1380",1379,784.67,781.68,787.45,2.78,2.99
"1381",1380,784.63,781.65,787.41,2.78,2.99
"1382",1381,784.6,781.6,787.37,2.77,3
"1383",1382,784.56,781.57,787.34,2.77,2.99
"1384",1383,784.53,781.54,787.3,2.77,2.99
"1385",1384,784.49,781.5,787.26,2.77,2.99
"1386",1385,784.45,781.46,787.22,2.77,2.99
"1387",1386,784.42,781.43,787.19,2.77,2.99
"1388",1387,784.38,781.38,787.14,2.76,3
"1389",1388,784.34,781.35,787.11,2.76,2.99
"1390",1389,784.31,781.32,787.07,2.77,2.99
"1391",1390,784.27,781.28,787.04,2.76,2.99
"1392",1391,784.23,781.25,787,2.76,2.99
"1393",1392,784.2,781.22,786.97,2.77,2.98
"1394",1393,784.16,781.18,786.93,2.77,2.98
"1395",1394,784.12,781.15,786.89,2.77,2.97
"1396",1395,784.09,781.11,786.86,2.77,2.97
"1397",1396,784.05,781.08,786.82,2.77,2.97
"1398",1397,784.01,781.04,786.78,2.77,2.97
"1399",1398,783.97,781.01,786.74,2.77,2.96
"1400",1399,783.94,780.97,786.71,2.77,2.96
"1401",1400,783.9,780.93,786.67,2.77,2.97
"1402",1401,783.86,780.9,786.63,2.77,2.97
"1403",1402,783.83,780.86,786.6,2.77,2.97
"1404",1403,783.79,780.82,786.56,2.77,2.97
"1405",1404,783.75,780.75,786.48,2.73,3.01
"1406",1405,783.71,780.71,786.44,2.73,3
"1407",1406,783.68,780.67,786.4,2.73,3
"1408",1407,783.64,780.64,786.37,2.73,3
"1409",1408,783.6,780.61,786.33,2.73,3
"1410",1409,783.57,780.57,786.29,2.73,2.99
"1411",1410,783.53,780.54,786.25,2.72,2.99
"1412",1411,783.49,780.5,786.22,2.72,2.99
"1413",1412,783.46,780.46,786.18,2.72,2.99
"1414",1413,783.42,780.43,786.15,2.73,2.99
"1415",1414,783.38,780.38,786.1,2.72,3
"1416",1415,783.34,780.35,786.07,2.73,2.99
"1417",1416,783.3,780.31,786.02,2.72,3
"1418",1417,783.27,780.27,785.98,2.72,3
"1419",1418,783.23,780.23,785.95,2.72,2.99
"1420",1419,783.19,780.2,785.91,2.72,3
"1421",1420,783.15,780.16,785.87,2.71,3
"1422",1421,783.12,780.13,785.83,2.72,2.99
"1423",1422,783.08,780.09,785.79,2.71,2.99
"1424",1423,783.04,780.05,785.75,2.71,2.99
"1425",1424,783,780.01,785.71,2.71,2.99
"1426",1425,782.97,779.98,785.67,2.71,2.99
"1427",1426,782.93,779.94,785.63,2.71,2.99
"1428",1427,782.89,779.9,785.59,2.7,2.99
"1429",1428,782.85,779.87,785.56,2.7,2.99
"1430",1429,782.81,779.83,785.52,2.7,2.99
"1431",1430,782.78,779.79,785.48,2.7,2.99
"1432",1431,782.74,779.75,785.44,2.7,2.99
"1433",1432,782.7,779.71,785.4,2.7,2.99
"1434",1433,782.66,779.67,785.36,2.7,2.99
"1435",1434,782.62,779.64,785.32,2.7,2.99
"1436",1435,782.59,779.6,785.28,2.69,2.99
"1437",1436,782.55,779.56,785.24,2.69,2.99
"1438",1437,782.51,779.52,785.2,2.69,2.99
"1439",1438,782.47,779.48,785.16,2.69,2.99
"1440",1439,782.43,779.44,785.12,2.69,2.99
"1441",1440,782.39,779.41,785.08,2.69,2.98
"1442",1441,782.35,779.37,785.05,2.69,2.98
"1443",1442,782.32,779.33,785.01,2.69,2.98
"1444",1443,782.28,779.3,784.97,2.69,2.98
"1445",1444,782.24,779.26,784.93,2.69,2.98
"1446",1445,782.2,779.22,784.89,2.69,2.98
"1447",1446,782.16,779.18,784.85,2.69,2.98
"1448",1447,782.12,779.15,784.82,2.69,2.98
"1449",1448,782.08,779.11,784.78,2.69,2.98
"1450",1449,782.05,779.07,784.74,2.69,2.98
"1451",1450,782.01,779.03,784.7,2.69,2.98
"1452",1451,781.97,778.99,784.66,2.69,2.98
"1453",1452,781.93,778.97,784.63,2.7,2.96
"1454",1453,781.89,778.93,784.59,2.7,2.96
"1455",1454,781.85,778.89,784.55,2.7,2.96
"1456",1455,781.81,778.84,784.49,2.68,2.98
"1457",1456,781.77,778.8,784.45,2.68,2.97
"1458",1457,781.73,778.76,784.41,2.67,2.98
"1459",1458,781.69,778.72,784.37,2.67,2.98
"1460",1459,781.66,778.68,784.33,2.67,2.98
"1461",1460,781.62,778.64,784.29,2.67,2.98
"1462",1461,781.58,778.6,784.25,2.67,2.98
"1463",1462,781.54,778.56,784.2,2.66,2.98
"1464",1463,781.5,778.52,784.16,2.66,2.98
"1465",1464,781.46,778.48,784.12,2.66,2.98
"1466",1465,781.42,778.45,784.08,2.66,2.97
"1467",1466,781.38,778.4,784.04,2.66,2.98
"1468",1467,781.34,778.37,784,2.66,2.97
"1469",1468,781.3,778.33,783.96,2.66,2.97
"1470",1469,781.26,778.29,783.92,2.66,2.97
"1471",1470,781.22,778.25,783.88,2.66,2.97
"1472",1471,781.18,778.21,783.84,2.66,2.97
"1473",1472,781.14,778.18,783.8,2.66,2.97
"1474",1473,781.1,778.14,783.76,2.66,2.96
"1475",1474,781.06,778.1,783.72,2.66,2.96
"1476",1475,781.02,778.06,783.68,2.66,2.96
"1477",1476,780.98,778.03,783.65,2.67,2.95
"1478",1477,780.94,777.99,783.61,2.67,2.95
"1479",1478,780.9,777.95,783.57,2.67,2.95
"1480",1479,780.86,777.91,783.53,2.67,2.95
"1481",1480,780.82,777.87,783.49,2.67,2.95
"1482",1481,780.78,777.83,783.45,2.67,2.95
"1483",1482,780.74,777.79,783.41,2.67,2.95
"1484",1483,780.7,777.75,783.37,2.67,2.95
"1485",1484,780.66,777.71,783.33,2.67,2.95
"1486",1485,780.62,777.67,783.29,2.67,2.95
"1487",1486,780.58,777.63,783.25,2.67,2.95
"1488",1487,780.54,777.59,783.21,2.67,2.95
"1489",1488,780.5,777.58,783.2,2.7,2.92
"1490",1489,780.46,777.54,783.15,2.69,2.92
"1491",1490,780.42,777.5,783.11,2.69,2.92
"1492",1491,780.38,777.46,783.07,2.69,2.92
"1493",1492,780.34,777.42,783.03,2.69,2.92
"1494",1493,780.3,777.39,783,2.7,2.91
"1495",1494,780.26,777.36,782.96,2.7,2.9
"1496",1495,780.22,777.32,782.92,2.7,2.9
"1497",1496,780.18,777.27,782.87,2.69,2.91
"1498",1497,780.13,777.23,782.82,2.69,2.91
"1499",1498,780.09,777.19,782.78,2.68,2.91
"1500",1499,780.05,777.15,782.74,2.68,2.9
"1501",1500,780.01,777.11,782.7,2.68,2.9
"1502",1501,779.97,777.07,782.66,2.69,2.9
"1503",1502,779.93,777.03,782.62,2.69,2.9
"1504",1503,779.89,776.99,782.58,2.69,2.9
"1505",1504,779.85,776.96,782.54,2.69,2.89
"1506",1505,779.81,776.91,782.5,2.69,2.89
"1507",1506,779.77,776.87,782.45,2.69,2.89
"1508",1507,779.72,776.83,782.41,2.68,2.89
"1509",1508,779.68,776.79,782.37,2.69,2.89
"1510",1509,779.64,776.75,782.33,2.69,2.89
"1511",1510,779.6,776.71,782.29,2.69,2.89
"1512",1511,779.56,776.67,782.24,2.69,2.89
"1513",1512,779.52,776.62,782.2,2.68,2.89
"1514",1513,779.48,776.62,782.19,2.72,2.85
"1515",1514,779.43,776.58,782.15,2.71,2.85
"1516",1515,779.39,776.54,782.11,2.71,2.85
"1517",1516,779.35,776.5,782.06,2.71,2.86
"1518",1517,779.31,776.46,782.02,2.71,2.85
"1519",1518,779.27,776.42,781.98,2.71,2.85
"1520",1519,779.23,776.38,781.94,2.72,2.85
"1521",1520,779.18,776.34,781.9,2.72,2.85
"1522",1521,779.14,776.29,781.85,2.71,2.86
"1523",1522,779.1,776.27,781.83,2.73,2.83
"1524",1523,779.06,776.23,781.79,2.73,2.83
"1525",1524,779.02,776.19,781.75,2.73,2.83
"1526",1525,778.98,776.15,781.71,2.73,2.83
"1527",1526,778.93,776.05,781.61,2.68,2.88
"1528",1527,778.89,776.01,781.57,2.68,2.88
"1529",1528,778.85,775.98,781.53,2.68,2.88
"1530",1529,778.81,775.93,781.49,2.68,2.87
"1531",1530,778.77,775.9,781.45,2.68,2.87
"1532",1531,778.73,775.86,781.41,2.68,2.87
"1533",1532,778.68,775.82,781.37,2.68,2.87
"1534",1533,778.64,775.78,781.33,2.68,2.86
"1535",1534,778.6,775.79,781.34,2.74,2.81
"1536",1535,778.56,775.74,781.29,2.74,2.81
"1537",1536,778.51,775.7,781.25,2.74,2.81
"1538",1537,778.47,775.65,781.2,2.73,2.82
"1539",1538,778.43,775.61,781.15,2.72,2.82
"1540",1539,778.39,775.56,781.11,2.73,2.82
"1541",1540,778.35,775.54,781.09,2.74,2.8
"1542",1541,778.3,775.5,781.05,2.74,2.8
"1543",1542,778.26,775.41,780.96,2.7,2.85
"1544",1543,778.22,775.38,780.92,2.7,2.84
"1545",1544,778.18,775.33,780.88,2.7,2.84
"1546",1545,778.14,775.29,780.83,2.69,2.85
"1547",1546,778.09,775.25,780.79,2.7,2.85
"1548",1547,778.05,775.2,780.74,2.69,2.85
"1549",1548,778.01,775.18,780.72,2.71,2.83
"1550",1549,777.97,775.13,780.68,2.71,2.83
"1551",1550,777.92,775.06,780.6,2.68,2.86
"1552",1551,777.88,775.06,780.59,2.71,2.82
"1553",1552,777.84,775.01,780.55,2.71,2.82
"1554",1553,777.79,774.97,780.51,2.71,2.82
"1555",1554,777.75,774.93,780.47,2.72,2.82
"1556",1555,777.71,774.89,780.42,2.72,2.81
"1557",1556,777.66,774.85,780.38,2.72,2.81
"1558",1557,777.62,774.81,780.34,2.72,2.81
"1559",1558,777.57,774.76,780.29,2.71,2.82
"1560",1559,777.53,774.72,780.24,2.71,2.82
"1561",1560,777.49,774.69,780.21,2.72,2.8
"1562",1561,777.45,774.64,780.17,2.72,2.8
"1563",1562,777.4,774.54,780.07,2.67,2.86
"1564",1563,777.36,774.5,780.02,2.67,2.86
"1565",1564,777.31,774.46,779.98,2.67,2.86
"1566",1565,777.27,774.46,779.98,2.71,2.81
"1567",1566,777.23,774.41,779.93,2.71,2.81
"1568",1567,777.18,774.37,779.89,2.7,2.81
"1569",1568,777.14,774.33,779.84,2.7,2.81
"1570",1569,777.09,774.28,779.79,2.7,2.81
"1571",1570,777.05,774.24,779.75,2.7,2.81
"1572",1571,777.01,774.2,779.71,2.7,2.81
"1573",1572,776.96,774.15,779.66,2.7,2.81
"1574",1573,776.92,774.11,779.62,2.7,2.81
"1575",1574,776.88,774.06,779.58,2.7,2.81
"1576",1575,776.83,774.02,779.53,2.7,2.81
"1577",1576,776.79,773.97,779.49,2.71,2.81
"1578",1577,776.74,773.93,779.45,2.71,2.81
"1579",1578,776.7,773.88,779.39,2.7,2.82
"1580",1579,776.65,773.83,779.35,2.7,2.82
"1581",1580,776.61,773.79,779.31,2.7,2.82
"1582",1581,776.56,773.75,779.26,2.7,2.82
"1583",1582,776.52,773.69,779.21,2.69,2.82
"1584",1583,776.47,773.65,779.17,2.69,2.82
"1585",1584,776.43,773.55,779.06,2.63,2.88
"1586",1585,776.38,773.51,779.02,2.64,2.88
"1587",1586,776.34,773.47,778.98,2.64,2.87
"1588",1587,776.3,773.43,778.93,2.64,2.87
"1589",1588,776.25,773.38,778.89,2.64,2.87
"1590",1589,776.21,773.34,778.84,2.64,2.87
"1591",1590,776.16,773.29,778.8,2.64,2.87
"1592",1591,776.12,773.39,778.9,2.79,2.73
"1593",1592,776.07,773.35,778.86,2.78,2.72
"1594",1593,776.03,773.26,778.76,2.74,2.77
"1595",1594,775.98,773.21,778.72,2.74,2.77
"1596",1595,775.93,773.16,778.66,2.73,2.77
"1597",1596,775.89,773.12,778.61,2.73,2.77
"1598",1597,775.84,773.07,778.57,2.72,2.77
"1599",1598,775.8,773.09,778.59,2.79,2.71
"1600",1599,775.75,773.05,778.54,2.79,2.7
"1601",1600,775.71,772.94,778.43,2.73,2.76
"1602",1601,775.66,772.9,778.39,2.73,2.76
"1603",1602,775.61,772.91,778.4,2.79,2.7
"1604",1603,775.57,772.87,778.36,2.79,2.7
"1605",1604,775.52,772.82,778.31,2.79,2.7
"1606",1605,775.48,772.78,778.26,2.79,2.7
"1607",1606,775.43,772.73,778.21,2.79,2.69
"1608",1607,775.38,772.69,778.17,2.79,2.69
"1609",1608,775.33,772.65,778.12,2.79,2.69
"1610",1609,775.29,772.6,778.07,2.79,2.69
"1611",1610,775.24,772.55,778.03,2.79,2.69
"1612",1611,775.2,772.51,777.99,2.79,2.69
"1613",1612,775.15,772.46,777.94,2.79,2.69
"1614",1613,775.11,772.35,777.83,2.72,2.76
"1615",1614,775.06,772.3,777.78,2.72,2.76
"1616",1615,775.01,772.26,777.74,2.72,2.76
"1617",1616,774.97,772.22,777.69,2.72,2.75
"1618",1617,774.92,772.17,777.65,2.73,2.75
"1619",1618,774.87,772.13,777.6,2.73,2.74
"1620",1619,774.83,772.09,777.56,2.74,2.74
"1621",1620,774.78,772.04,777.52,2.74,2.74
"1622",1621,774.73,772,777.47,2.74,2.73
"1623",1622,774.68,771.96,777.43,2.75,2.72
"1624",1623,774.64,771.91,777.38,2.74,2.73
"1625",1624,774.59,771.86,777.34,2.75,2.72
"1626",1625,774.54,771.81,777.28,2.74,2.73
"1627",1626,774.49,771.77,777.24,2.74,2.73
"1628",1627,774.45,771.72,777.19,2.74,2.73
"1629",1628,774.4,771.67,777.14,2.74,2.73
